SETTLEMENTDATE,DUID,SCADAVALUE
2026-03-17 01:35:00,LDBESS1,-1.20165
2026-03-17 01:35:00,LEM_WIL,0.0
2026-03-17 01:35:00,LGAPBS1,0.0
2026-03-17 01:35:00,LGAPWF1,0.0
2026-03-17 01:35:00,LGAPWF2,0.0
2026-03-17 01:35:00,LILYSF1,0.0
2026-03-17 01:35:00,LIMBESS1,-0.63355
2026-03-17 01:35:00,LIMOSF11,2.16022
2026-03-17 01:35:00,LIMOSF21,0.0
2026-03-17 01:35:00,LI_WY_CA,51.9096
2026-03-17 01:35:00,LKBONNY1,0.0
2026-03-17 01:35:00,LKBONNY2,0.0
2026-03-17 01:35:00,LKBONNY3,0.22329
2026-03-17 01:35:00,LK_ECHO,0.0
2026-03-17 01:35:00,LNGS1,0.0
2026-03-17 01:35:00,LNGS2,0.0
2026-03-17 01:35:00,LONSDALE,0.0
2026-03-17 01:35:00,LOYYB1,573.75
2026-03-17 01:35:00,LOYYB2,576.375
2026-03-17 01:35:00,LRSF1,0.0
2026-03-17 01:35:00,LVES1,0.0
2026-03-17 01:35:00,LYA1,559.0
2026-03-17 01:35:00,LYA2,0.0
2026-03-17 01:35:00,LYA3,560.0
2026-03-17 01:35:00,LYA4,559.0
2026-03-17 01:35:00,MACARTH1,0.0
2026-03-17 01:35:00,MACKNTSH,77.22
2026-03-17 01:35:00,MANNSF2,0.0
2026-03-17 01:35:00,MANNUMB1,-0.09
2026-03-17 01:35:00,MANSLR1,0.0
2026-03-17 01:35:00,MAPS2PV1,0.0
2026-03-17 01:35:00,MAPS3PV1,0.0
2026-03-17 01:35:00,MARYRSF1,0.0
2026-03-17 01:35:00,MBAHNTH,17.0
2026-03-17 01:35:00,MBPS2PV1,0.0
2026-03-17 01:35:00,MCINTYR1,211.681
2026-03-17 01:35:00,MCKAY1,0.02
2026-03-17 01:35:00,MEADOWBK,5.91606
2026-03-17 01:35:00,MERCER01,0.0
2026-03-17 01:35:00,METZSF1,0.0
2026-03-17 01:35:00,MEWF1,140.77951
2026-03-17 01:35:00,MIDDLSF1,0.0
2026-03-17 01:35:00,MINTARO,0.08545
2026-03-17 01:35:00,MLB01,-0.46
2026-03-17 01:35:00,MLSP1,0.003
2026-03-17 01:35:00,MLWF1,0.675
2026-03-17 01:35:00,MOKOSF1,0.0
2026-03-17 01:35:00,MOLNGSF1,0.0
2026-03-17 01:35:00,MOORAWF1,0.0
2026-03-17 01:35:00,MOREESF1,0.0
2026-03-17 01:35:00,MORTLK11,225.0
2026-03-17 01:35:00,MORTLK12,217.0
2026-03-17 01:35:00,MOUSF1,0.0
2026-03-17 01:35:00,MP1,349.50485
2026-03-17 01:35:00,MP2,351.65332
2026-03-17 01:35:00,MPP_1,405.24124
2026-03-17 01:35:00,MPP_2,415.32764
2026-03-17 01:35:00,MREHA1,-0.80903
2026-03-17 01:35:00,MREHA2,-1.99741
2026-03-17 01:35:00,MREHA3,-2.1854
2026-03-17 01:35:00,MRNBESS1,0.0
2026-03-17 01:35:00,MRTLSWF1,0.0
2026-03-17 01:35:00,MSTUART1,0.0
2026-03-17 01:35:00,MSTUART2,0.0
2026-03-17 01:35:00,MSTUART3,0.0
2026-03-17 01:35:00,MTGELWF1,0.0
2026-03-17 01:35:00,MTMILLAR,27.3
2026-03-17 01:35:00,MUCRKSF1,0.4
2026-03-17 01:35:00,MURRAY,557.20001
2026-03-17 01:35:00,MUSSELR1,37.8
2026-03-17 01:35:00,MUWAWF1,4.57
2026-03-17 01:35:00,MUWAWF2,6.0
2026-03-17 01:35:00,MWPS1PV1,0.0
2026-03-17 01:35:00,MWPS2PV1,0.0
2026-03-17 01:35:00,MWPS3PV1,0.0
2026-03-17 01:35:00,MWPS4PV1,0.0
2026-03-17 01:35:00,NBHWF1,28.9
2026-03-17 01:35:00,NESBESS1,-0.35271
2026-03-17 01:35:00,NESBESS2,0.00175
2026-03-17 01:35:00,NEVERSF1,0.0
2026-03-17 01:35:00,NEWENSF1,0.0
2026-03-17 01:35:00,NEWENSF2,0.0
2026-03-17 01:35:00,NPS,0.0
2026-03-17 01:35:00,NUMURSF1,0.0
2026-03-17 01:35:00,NYNGAN1,0.0
2026-03-17 01:35:00,OAKEY1,0.0
2026-03-17 01:35:00,OAKEY1SF,0.0
2026-03-17 01:35:00,OAKEY2,0.0
2026-03-17 01:35:00,OAKEY2SF,0.0
2026-03-17 01:35:00,OAKLAND1,0.0
2026-03-17 01:35:00,ORABESS1,-0.01324
2026-03-17 01:35:00,OSB-AG,0.0
2026-03-17 01:35:00,PALOONA,0.0
2026-03-17 01:35:00,PAREPS1,0.0
2026-03-17 01:35:00,PAREPW1,0.0
2026-03-17 01:35:00,PARSF1,0.00153
2026-03-17 01:35:00,PIBESS1,-2.851
2026-03-17 01:35:00,PIONEER,-0.3
2026-03-17 01:35:00,POAT110,51.57896
2026-03-17 01:35:00,POAT220,112.68465
2026-03-17 01:35:00,POR01,0.0
2026-03-17 01:35:00,POR03,0.0
2026-03-17 01:35:00,PORTWF,-0.3
2026-03-17 01:35:00,PPCCGT,313.14175
2026-03-17 01:35:00,PTSTAN1,0.0
2026-03-17 01:35:00,PUMP1,0.0
2026-03-17 01:35:00,PUMP2,0.0
2026-03-17 01:35:00,QBYNB1,-0.0425
2026-03-17 01:35:00,QPS1,0.0
2026-03-17 01:35:00,QPS2,0.0
2026-03-17 01:35:00,QPS3,0.0
2026-03-17 01:35:00,QPS4,0.0
2026-03-17 01:35:00,QPS5,0.0
2026-03-17 01:35:00,QPSFB1,-0.015
2026-03-17 01:35:00,QPSFB2,0.002
2026-03-17 01:35:00,RANGEB1,-1.36
2026-03-17 01:35:00,REECE1,99.21442
2026-03-17 01:35:00,REECE2,0.0
2026-03-17 01:35:00,REPULSE,8.787367
2026-03-17 01:35:00,RESS1,-0.1301
2026-03-17 01:35:00,RIVNB2,-0.14804
2026-03-17 01:35:00,ROMA_7,0.0
2026-03-17 01:35:00,ROMA_8,0.0
2026-03-17 01:35:00,ROWALLAN,-0.00441
2026-03-17 01:35:00,ROYALLA1,0.0
2026-03-17 01:35:00,RPCG,-0.3
2026-03-17 01:35:00,RRSF1,0.0
2026-03-17 01:35:00,RT_NSW1,0.0
2026-03-17 01:35:00,RT_NSW2,0.0
2026-03-17 01:35:00,RT_NSW3,0.0
2026-03-17 01:35:00,RT_NSW4,0.0
2026-03-17 01:35:00,RT_NSW5,0.0
2026-03-17 01:35:00,RT_NSW6,0.0
2026-03-17 01:35:00,RT_QLD1,0.0
2026-03-17 01:35:00,RT_SA1,0.0
2026-03-17 01:35:00,RT_SA2,0.0
2026-03-17 01:35:00,RT_SA3,0.0
2026-03-17 01:35:00,RT_SA4,0.0
2026-03-17 01:35:00,RT_SA5,0.0
2026-03-17 01:35:00,RT_SA6,0.0
2026-03-17 01:35:00,RT_TAS1,0.0
2026-03-17 01:35:00,RT_VIC1,0.0
2026-03-17 01:35:00,RT_VIC10,0.0
2026-03-17 01:35:00,RT_VIC11,0.0
2026-03-17 01:35:00,RT_VIC12,0.0
2026-03-17 01:35:00,RT_VIC2,0.0
2026-03-17 01:35:00,RT_VIC3,0.0
2026-03-17 01:35:00,RT_VIC4,0.0
2026-03-17 01:35:00,RT_VIC5,0.0
2026-03-17 01:35:00,RT_VIC6,0.0
2026-03-17 01:35:00,RT_VIC7,0.0
2026-03-17 01:35:00,RT_VIC8,0.0
2026-03-17 01:35:00,RT_VIC9,0.0
2026-03-17 01:35:00,RUBICON,0.0
2026-03-17 01:35:00,RUGBYR1,0.0
2026-03-17 01:35:00,RYANCWF1,0.0
2026-03-17 01:35:00,RYEPARK1,0.0
2026-03-17 01:35:00,SALTCRK1,2.49
2026-03-17 01:35:00,SAPHWF1,35.8114
2026-03-17 01:35:00,SEBSF1,0.0
2026-03-17 01:35:00,SHGEN,0.0
2026-03-17 01:35:00,SHOAL1,43.470001
2026-03-17 01:35:00,SHPUMP,0.0
2026-03-17 01:35:00,SITHE01,0.0
2026-03-17 01:35:00,SMCSF1,0.0
2026-03-17 01:35:00,SMTHBES1,-0.18181
2026-03-17 01:35:00,SNAPPER1,0.0
2026-03-17 01:35:00,SNB01,-29.0518
2026-03-17 01:35:00,SNB02,-0.04346
2026-03-17 01:35:00,SNOWNTH1,1.39999
2026-03-17 01:35:00,SNOWSTH1,5.29993
2026-03-17 01:35:00,SNOWTWN1,2.06678
2026-03-17 01:35:00,SNOWYP,0.0
2026-03-17 01:35:00,SNUG1,0.0
2026-03-17 01:35:00,SRSF1,0.0
2026-03-17 01:35:00,STAN-1,150.54506
2026-03-17 01:35:00,STAN-2,150.33998
2026-03-17 01:35:00,STAN-3,150.10925
2026-03-17 01:35:00,STAN-4,150.54506
2026-03-17 01:35:00,STARHLWF,14.3958
2026-03-17 01:35:00,STOCKYD1,0.0
2026-03-17 01:35:00,STUBSF1,0.00458
2026-03-17 01:35:00,STUBSF2,0.00458
2026-03-17 01:35:00,STWF1,78.20737
2026-03-17 01:35:00,SUNRSF1,0.0
2026-03-17 01:35:00,SUNTPSF1,0.0
2026-03-17 01:35:00,SWANBBF1,-0.51728
2026-03-17 01:35:00,SWAN_E,278.34564
2026-03-17 01:35:00,TALWA1,0.0
2026-03-17 01:35:00,TALWB1,0.0
2026-03-17 01:35:00,TARALGA1,18.13321
2026-03-17 01:35:00,TARBESS1,-0.37005
2026-03-17 01:35:00,TARONG#1,250.5
2026-03-17 01:35:00,TARONG#2,250.90001
2026-03-17 01:35:00,TARONG#3,179.60001
2026-03-17 01:35:00,TARONG#4,274.70001
2026-03-17 01:35:00,TARRALEA,21.1
2026-03-17 01:35:00,TB2B1,0.36663
2026-03-17 01:35:00,TB2SF1,0.0
2026-03-17 01:35:00,TBSF1,0.0
2026-03-17 01:35:00,TEMPB1,0.5
2026-03-17 01:35:00,TIB1,50.53
2026-03-17 01:35:00,TNPS1,300.4375
2026-03-17 01:35:00,TORRB1,0.0
2026-03-17 01:35:00,TORRB2,0.0
2026-03-17 01:35:00,TORRB3,76.0
2026-03-17 01:35:00,TORRB4,0.0
2026-03-17 01:35:00,TREVALLN,21.83283
2026-03-17 01:35:00,TRGBESS1,-0.25
2026-03-17 01:35:00,TRIBUTE,0.0
2026-03-17 01:35:00,TULLYSM1,0.0
2026-03-17 01:35:00,TUMUT3,0.0
2026-03-17 01:35:00,TUNGATIN,3.01
2026-03-17 01:35:00,TVCC201,0.0
2026-03-17 01:35:00,TVPP104,0.0
2026-03-17 01:35:00,ULPBESS1,-1.562
2026-03-17 01:35:00,UPPTUMUT,0.0
2026-03-17 01:35:00,URANQ11,0.0
2026-03-17 01:35:00,URANQ12,0.0
2026-03-17 01:35:00,URANQ13,0.0
2026-03-17 01:35:00,URANQ14,0.0
2026-03-17 01:35:00,VBB1,0.0
2026-03-17 01:35:00,VP5,499.35605
2026-03-17 01:35:00,VP6,498.7457
2026-03-17 01:35:00,VPGS1,0.0
2026-03-17 01:35:00,VPGS2,0.0
2026-03-17 01:35:00,VPGS3,0.0
2026-03-17 01:35:00,VPGS4,0.0
2026-03-17 01:35:00,VPGS5,0.0
2026-03-17 01:35:00,VPGS6,0.0
2026-03-17 01:35:00,W/HOE#1,0.0
2026-03-17 01:35:00,W/HOE#2,0.0
2026-03-17 01:35:00,WAGGNSF1,0.0
2026-03-17 01:35:00,WALGRV1,-0.6134
2026-03-17 01:35:00,WAMBOWF1,74.569
2026-03-17 01:35:00,WANDB1,-0.03086
2026-03-17 01:35:00,WANDSF1,0.0
2026-03-17 01:35:00,WARWSF1,0.0
2026-03-17 01:35:00,WARWSF2,0.0
2026-03-17 01:35:00,WATERLWF,12.0
2026-03-17 01:35:00,WAUBRAWF,15.496709
2026-03-17 01:35:00,WDBESS1,1.07983
2026-03-17 01:35:00,WDBESS2,-0.86213
2026-03-17 01:35:00,WDGPH1,0.0
2026-03-17 01:35:00,WELLSF1,0.0
2026-03-17 01:35:00,WELNSF1,0.0
2026-03-17 01:35:00,WEMENSF1,0.0
2026-03-17 01:35:00,WGWF1,27.1
2026-03-17 01:35:00,WHITSF1,0.0
2026-03-17 01:35:00,WINTSF1,0.0
2026-03-17 01:35:00,WKIEWA1,12.0
2026-03-17 01:35:00,WKIEWA2,12.2
2026-03-17 01:35:00,WLWLSF1,0.0
2026-03-17 01:35:00,WLWLSF2,0.0
2026-03-17 01:35:00,WNSF1,0.0
2026-03-17 01:35:00,WOLARSF1,0.0
2026-03-17 01:35:00,WOODLWN1,0.0
2026-03-17 01:35:00,WOOLGSF1,0.0
2026-03-17 01:35:00,WOOLNTH1,16.950001
2026-03-17 01:35:00,WPWF,17.0
2026-03-17 01:35:00,WRSF1,0.0
2026-03-17 01:35:00,WRWF1,0.94667
2026-03-17 01:35:00,WSTWYSF1,0.0
2026-03-17 01:35:00,WTAHB1,-15.44747
2026-03-17 01:35:00,WUNUSF1,0.0
2026-03-17 01:35:00,WYASF1,0.0
2026-03-17 01:35:00,YABULU,0.0
2026-03-17 01:35:00,YABULU2,0.0
2026-03-17 01:35:00,YAMBUKWF,-0.1
2026-03-17 01:35:00,YARANSF1,0.0
2026-03-17 01:35:00,YARWUN_1,139.39999
2026-03-17 01:35:00,YATSF1,0.0
2026-03-17 01:35:00,YENDWF1,3.77
2026-03-17 01:35:00,YSWF1,0.0
2026-03-17 01:35:00,YWPS1,329.5
2026-03-17 01:35:00,YWPS2,329.25
2026-03-17 01:35:00,YWPS3,343.96875
2026-03-17 01:35:00,YWPS4,370.125
2026-03-17 01:40:00,ADPBA1,0.008
2026-03-17 01:40:00,ADPPV1,0.0
2026-03-17 01:40:00,AGLHAL,30.02259
2026-03-17 01:40:00,AGLSOM,0.0
2026-03-17 01:40:00,ALDGASF1,0.0
2026-03-17 01:40:00,ANGAST1,0.0
2026-03-17 01:40:00,ARWF1,19.4
2026-03-17 01:40:00,AVLSF1,0.0
2026-03-17 01:40:00,BALB1,0.0
2026-03-17 01:40:00,BALDHWF1,7.87
2026-03-17 01:40:00,BANGOWF1,1.59915
2026-03-17 01:40:00,BANGOWF2,2.19844
2026-03-17 01:40:00,BANN1,0.0
2026-03-17 01:40:00,BARCALDN,0.0
2026-03-17 01:40:00,BARCSF1,0.1
2026-03-17 01:40:00,BARKIPS1,0.0
2026-03-17 01:40:00,BARRON-1,33.1375
2026-03-17 01:40:00,BARRON-2,33.205
2026-03-17 01:40:00,BASTYAN,70.65
2026-03-17 01:40:00,BBATTERY1,0.0
2026-03-17 01:40:00,BBTHREE1,0.0
2026-03-17 01:40:00,BBTHREE2,0.0
2026-03-17 01:40:00,BBTHREE3,0.0
2026-03-17 01:40:00,BDL01,0.0
2026-03-17 01:40:00,BDL02,0.0
2026-03-17 01:40:00,BERYLSF1,0.0
2026-03-17 01:40:00,BHB1,0.0
2026-03-17 01:40:00,BLOWERNG,0.0
2026-03-17 01:40:00,BLUEGSF1,0.0
2026-03-17 01:40:00,BLUFF1,7.7
2026-03-17 01:40:00,BLYTHB1,0.08
2026-03-17 01:40:00,BNGSF1,0.0
2026-03-17 01:40:00,BNGSF2,0.0
2026-03-17 01:40:00,BOCORWF1,58.1
2026-03-17 01:40:00,BODWF1,2.63555
2026-03-17 01:40:00,BOLIVPS1,1e-05
2026-03-17 01:40:00,BOMENSF1,0.0
2026-03-17 01:40:00,BOWWBA1,0.002
2026-03-17 01:40:00,BOWWPV1,0.0
2026-03-17 01:40:00,BRAEMAR1,0.0
2026-03-17 01:40:00,BRAEMAR2,0.0
2026-03-17 01:40:00,BRAEMAR3,0.0
2026-03-17 01:40:00,BRAEMAR5,0.29206
2026-03-17 01:40:00,BRAEMAR6,0.0
2026-03-17 01:40:00,BRAEMAR7,0.0
2026-03-17 01:40:00,BRDDSF01,0.0
2026-03-17 01:40:00,BRNDBES1,0.16524
2026-03-17 01:40:00,BROKENH1,0.0
2026-03-17 01:40:00,BRYB1WF1,0.0
2026-03-17 01:40:00,BRYB2WF2,0.51575
2026-03-17 01:40:00,BULBES1,0.0
2026-03-17 01:40:00,BULGANA1,9.62
2026-03-17 01:40:00,BUNGAMB1,-0.92
2026-03-17 01:40:00,BUSF1,0.0
2026-03-17 01:40:00,BUTLERSG,2.1
2026-03-17 01:40:00,BW01,561.71509
2026-03-17 01:40:00,BW02,583.41956
2026-03-17 01:40:00,BW03,500.31281
2026-03-17 01:40:00,BW04,584.78674
2026-03-17 01:40:00,BWTR1,-0.68592
2026-03-17 01:40:00,CALL_B_1,319.60001
2026-03-17 01:40:00,CALL_B_2,319.10001
2026-03-17 01:40:00,CAPBES1,-0.34
2026-03-17 01:40:00,CAPTL_WF,0.0
2026-03-17 01:40:00,CATHROCK,4.3
2026-03-17 01:40:00,CBWWBA1,0.001
2026-03-17 01:40:00,CETHANA,0.0
2026-03-17 01:40:00,CG1,0.0
2026-03-17 01:40:00,CG2,0.0
2026-03-17 01:40:00,CG3,0.0
2026-03-17 01:40:00,CG4,0.0
2026-03-17 01:40:00,CGBESS01,-0.11
2026-03-17 01:40:00,CHALLHWF,0.0
2026-03-17 01:40:00,CHBESS1,-100.00434
2026-03-17 01:40:00,CHILDSF1,0.0
2026-03-17 01:40:00,CHYTWF1,3.55
2026-03-17 01:40:00,CLARESF1,0.0
2026-03-17 01:40:00,CLEMGPWF,3.52972
2026-03-17 01:40:00,CLERMSF1,0.0
2026-03-17 01:40:00,CLOVER,0.0
2026-03-17 01:40:00,CLRKCWF1,297.271
2026-03-17 01:40:00,CLRKCWF2,87.3103
2026-03-17 01:40:00,CLUNY,5.404898
2026-03-17 01:40:00,CNUNDAWF,0.0
2026-03-17 01:40:00,COHUNSF1,0.0
2026-03-17 01:40:00,COLEASF1,0.0
2026-03-17 01:40:00,COLUMSF1,0.0
2026-03-17 01:40:00,COLWF01,0.0
2026-03-17 01:40:00,CONDONG1,21.73
2026-03-17 01:40:00,COOPGWF1,126.1
2026-03-17 01:40:00,CPP_3,330.0
2026-03-17 01:40:00,CPP_4,409.20001
2026-03-17 01:40:00,CPSA,0.0
2026-03-17 01:40:00,CROOKWF2,0.0
2026-03-17 01:40:00,CROOKWF3,0.0
2026-03-17 01:40:00,CROWLWF1,4.72346
2026-03-17 01:40:00,CRURWF1,6.49828
2026-03-17 01:40:00,CRWARP1,0.0
2026-03-17 01:40:00,CRWASF1,0.0
2026-03-17 01:40:00,CSPVPS1,0.0
2026-03-17 01:40:00,CTHLWF1,27.00542
2026-03-17 01:40:00,CULLRGWF,0.0
2026-03-17 01:40:00,CUSF1,0.0
2026-03-17 01:40:00,DALNTH1,-3.97802
2026-03-17 01:40:00,DARLSF1,0.0
2026-03-17 01:40:00,DARTM1,0.0
2026-03-17 01:40:00,DAYDSF1,0.0
2026-03-17 01:40:00,DDPS1,0.0
2026-03-17 01:40:00,DDSF1,0.0
2026-03-17 01:40:00,DEVILS_G,0.0
2026-03-17 01:40:00,DG_NSW1,0.0
2026-03-17 01:40:00,DG_QLD1,0.0
2026-03-17 01:40:00,DG_SA1,0.0
2026-03-17 01:40:00,DG_TAS1,0.0
2026-03-17 01:40:00,DG_VIC1,0.0
2026-03-17 01:40:00,DIAPURWF1,0.3
2026-03-17 01:40:00,DPNTB1,-0.04038
2026-03-17 01:40:00,DRYCGT1,0.0
2026-03-17 01:40:00,DRYCGT2,0.0
2026-03-17 01:40:00,DRYCGT3,0.0
2026-03-17 01:40:00,DULAWF1,171.5
2026-03-17 01:40:00,DUNDWF1,2.79
2026-03-17 01:40:00,DUNDWF2,0.47
2026-03-17 01:40:00,DUNDWF3,1.97
2026-03-17 01:40:00,EDENVSF1,0.0
2026-03-17 01:40:00,EILDON1,17.16
2026-03-17 01:40:00,EILDON2,0.04
2026-03-17 01:40:00,ELAINWF1,0.8
2026-03-17 01:40:00,EMERASF1,0.0
2026-03-17 01:40:00,ER01,598.77625
2026-03-17 01:40:00,ER02,680.14954
2026-03-17 01:40:00,ER03,679.29504
2026-03-17 01:40:00,ER04,-2.28275
2026-03-17 01:40:00,ERB01,-260.02594
2026-03-17 01:40:00,ERGT01,0.0
2026-03-17 01:40:00,FINLYSF1,0.0
2026-03-17 01:40:00,FISHER,4.96
2026-03-17 01:40:00,FLYCRKWF,38.16
2026-03-17 01:40:00,GANGARR1,0.0
2026-03-17 01:40:00,GANNB1,-0.14283
2026-03-17 01:40:00,GANNSF1,0.0
2026-03-17 01:40:00,GB01,0.0
2026-03-17 01:40:00,GERMCRK,15.537
2026-03-17 01:40:00,GESF1,0.0
2026-03-17 01:40:00,GIRGSF,0.0
2026-03-17 01:40:00,GLENSF1,0.0
2026-03-17 01:40:00,GLRWNSF1,0.0
2026-03-17 01:40:00,GNNDHSF1,0.0
2026-03-17 01:40:00,GOESF1,0.0
2026-03-17 01:40:00,GOONSF1,0.0
2026-03-17 01:40:00,GORDON,230.18175
2026-03-17 01:40:00,GPWFEST1,0.0
2026-03-17 01:40:00,GPWFEST2,0.0
2026-03-17 01:40:00,GPWFEST3,0.0
2026-03-17 01:40:00,GPWFWST1,0.0
2026-03-17 01:40:00,GPWFWST2,0.0
2026-03-17 01:40:00,GRANWF1,8.49
2026-03-17 01:40:00,GREENB1,0.0
2026-03-17 01:40:00,GRIFSF1,0.001526
2026-03-17 01:40:00,GSTONE1,0.0
2026-03-17 01:40:00,GSTONE2,149.91895
2026-03-17 01:40:00,GSTONE3,0.0
2026-03-17 01:40:00,GSTONE4,0.0
2026-03-17 01:40:00,GSTONE5,189.99121
2026-03-17 01:40:00,GSTONE6,256.80566
2026-03-17 01:40:00,GSWF1A,28.48
2026-03-17 01:40:00,GSWF1B1,8.86
2026-03-17 01:40:00,GULLRSF1,0.0
2026-03-17 01:40:00,GULLRWF1,6.3649
2026-03-17 01:40:00,GULLRWF2,1.09499
2026-03-17 01:40:00,GUNNING1,0.0
2026-03-17 01:40:00,GUSF1,0.0
2026-03-17 01:40:00,GUTHEGA,31.1
2026-03-17 01:40:00,HALLWF1,25.17
2026-03-17 01:40:00,HALLWF2,8.22
2026-03-17 01:40:00,HAMISF1,0.0
2026-03-17 01:40:00,HAUGHT11,0.0
2026-03-17 01:40:00,HAYMSF1,0.0
2026-03-17 01:40:00,HBESS1,-0.1
2026-03-17 01:40:00,HD1WF1,4.61
2026-03-17 01:40:00,HDWF1,31.2
2026-03-17 01:40:00,HDWF2,25.8
2026-03-17 01:40:00,HDWF3,33.5
2026-03-17 01:40:00,HEZ1,0.0
2026-03-17 01:40:00,HILLSTN1,0.0
2026-03-17 01:40:00,HPR1,0.2
2026-03-17 01:40:00,HUGSF1,-0.2
2026-03-17 01:40:00,HUMENSW,0.0
2026-03-17 01:40:00,HUMEV,11.6
2026-03-17 01:40:00,HUNTER1,0.0
2026-03-17 01:40:00,HUNTER2,0.0
2026-03-17 01:40:00,HVWWBA1,0.0
2026-03-17 01:40:00,HVWWPV1,0.0
2026-03-17 01:40:00,JBUTTERS,9.38902
2026-03-17 01:40:00,JEMALNG1,0.0
2026-03-17 01:40:00,JLA01,0.0
2026-03-17 01:40:00,JLA02,0.0
2026-03-17 01:40:00,JLA03,0.0
2026-03-17 01:40:00,JLA04,0.0
2026-03-17 01:40:00,JLB01,0.0
2026-03-17 01:40:00,JLB02,0.0
2026-03-17 01:40:00,JLB03,0.0
2026-03-17 01:40:00,JUNEESF1,0.0
2026-03-17 01:40:00,KABANWF1,74.69501
2026-03-17 01:40:00,KAREEYA1,21.625
2026-03-17 01:40:00,KAREEYA2,21.6125
2026-03-17 01:40:00,KAREEYA3,21.505
2026-03-17 01:40:00,KAREEYA4,21.485
2026-03-17 01:40:00,KARSF1,0.0
2026-03-17 01:40:00,KEPBG1,0.0
2026-03-17 01:40:00,KEPSF1,0.0
2026-03-17 01:40:00,KEPWF1,27.2
2026-03-17 01:40:00,KERNGSP1,0.0
2026-03-17 01:40:00,KESSB1,-0.11
2026-03-17 01:40:00,KIAMSF1,0.0
2026-03-17 01:40:00,KIATAWF1,0.9
2026-03-17 01:40:00,KIDSPHG1,0.0
2026-03-17 01:40:00,KIDSPHG2,0.0
2026-03-17 01:40:00,KIDSPHL1,0.0
2026-03-17 01:40:00,KIDSPHL2,0.0
2026-03-17 01:40:00,KINGASF1,0.0
2026-03-17 01:40:00,KPP_1,321.32465
2026-03-17 01:40:00,KSP1,0.0
2026-03-17 01:40:00,LADBROK1,0.01
2026-03-17 01:40:00,LADBROK2,0.01
2026-03-17 01:40:00,LANCSF1,0.0
2026-03-17 01:40:00,LBB1,0.0
2026-03-17 01:40:00,LDBESS1,-1.20165
2026-03-17 01:40:00,LEM_WIL,0.0
2026-03-17 01:40:00,LGAPBS1,0.0
2026-03-17 01:40:00,LGAPWF1,0.0
2026-03-17 01:40:00,LGAPWF2,0.0
2026-03-17 01:40:00,LILYSF1,0.0
2026-03-17 01:40:00,LIMBESS1,0.0
2026-03-17 01:40:00,LIMOSF11,2.16022
2026-03-17 01:40:00,LIMOSF21,0.0
2026-03-17 01:40:00,LI_WY_CA,52.11666
2026-03-17 01:40:00,LKBONNY1,0.0
2026-03-17 01:40:00,LKBONNY2,0.0
2026-03-17 01:40:00,LKBONNY3,0.44658
2026-03-17 01:40:00,LK_ECHO,0.0
2026-03-17 01:40:00,LNGS1,0.0
2026-03-17 01:40:00,LNGS2,0.0
2026-03-17 01:40:00,LONSDALE,0.0
2026-03-17 01:40:00,LOYYB1,573.375
2026-03-17 01:40:00,LOYYB2,576.75
2026-03-17 01:40:00,LRSF1,0.0
2026-03-17 01:40:00,LVES1,0.0
2026-03-17 01:40:00,LYA1,560.0
2026-03-17 01:40:00,LYA2,0.0
2026-03-17 01:40:00,LYA3,558.0
2026-03-17 01:40:00,LYA4,556.0
2026-03-17 01:40:00,MACARTH1,0.0
2026-03-17 01:40:00,MACKNTSH,78.13
2026-03-17 01:40:00,MANNSF2,0.0
2026-03-17 01:40:00,MANNUMB1,-0.11
2026-03-17 01:40:00,MANSLR1,0.0
2026-03-17 01:40:00,MAPS2PV1,0.0
2026-03-17 01:40:00,MAPS3PV1,0.0
2026-03-17 01:40:00,MARYRSF1,0.0
2026-03-17 01:40:00,MBAHNTH,19.1
2026-03-17 01:40:00,MBPS2PV1,0.0
2026-03-17 01:40:00,MCINTYR1,204.21001
2026-03-17 01:40:00,MCKAY1,0.02
2026-03-17 01:40:00,MEADOWBK,6.0018
2026-03-17 01:40:00,MERCER01,0.0
2026-03-17 01:40:00,METZSF1,0.0
2026-03-17 01:40:00,MEWF1,131.76013
2026-03-17 01:40:00,MIDDLSF1,8.5
2026-03-17 01:40:00,MINTARO,0.08545
2026-03-17 01:40:00,MLB01,-0.46
2026-03-17 01:40:00,MLSP1,0.003
2026-03-17 01:40:00,MLWF1,0.465
2026-03-17 01:40:00,MOKOSF1,0.0
2026-03-17 01:40:00,MOLNGSF1,0.0
2026-03-17 01:40:00,MOORAWF1,0.0
2026-03-17 01:40:00,MOREESF1,0.0
2026-03-17 01:40:00,MORTLK11,216.0
2026-03-17 01:40:00,MORTLK12,209.0
2026-03-17 01:40:00,MOUSF1,0.0
2026-03-17 01:40:00,MP1,349.65134
2026-03-17 01:40:00,MP2,348.62592
2026-03-17 01:40:00,MPP_1,404.79871
2026-03-17 01:40:00,MPP_2,416.57889
2026-03-17 01:40:00,MREHA1,0.91646
2026-03-17 01:40:00,MREHA2,0.74189
2026-03-17 01:40:00,MREHA3,0.0
2026-03-17 01:40:00,MRNBESS1,0.0
2026-03-17 01:40:00,MRTLSWF1,0.0
2026-03-17 01:40:00,MSTUART1,0.0
2026-03-17 01:40:00,MSTUART2,0.0
2026-03-17 01:40:00,MSTUART3,0.0
2026-03-17 01:40:00,MTGELWF1,0.0
2026-03-17 01:40:00,MTMILLAR,29.2
2026-03-17 01:40:00,MUCRKSF1,0.4
2026-03-17 01:40:00,MURRAY,514.50006
